Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Gene Symbol,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F6: 127C, Sample, A, (-)BiotinPD","Abundances (Normalized): F6: 128N, Sample, B, (-)BiotinPD","Abundances (Normalized): F7: 127C, Sample, E, (-)BiotinPD","Abundances (Normalized): F7: 128N, Sample, F, (-)BiotinPD","Abundances (Normalized): F12: 126, Sample, C, (-)BiotinPD","Abundances (Normalized): F12: 130C, Sample, D, (-)BiotinPD","Abundances (Normalized): F6: 126, Sample, A, (-)Hpg","Abundances (Normalized): F6: 127N, Sample, B, (-)Hpg","Abundances (Normalized): F7: 126, Sample, E, (-)Hpg","Abundances (Normalized): F7: 127N, Sample, F, (-)Hpg","Abundances (Normalized): F12: 130N, Sample, C, (-)Hpg","Abundances (Normalized): F12: 134N, Sample, D, (-)Hpg","Abundances (Normalized): F6: 133C, Sample, A, 0_0Hr","Abundances (Normalized): F6: 134N, Sample, B, 0_0Hr","Abundances (Normalized): F7: 128C, Sample, E, 0_0Hr","Abundances (Normalized): F7: 129N, Sample, F, 0_0Hr","Abundances (Normalized): F12: 127N, Sample, C, 0_0Hr","Abundances (Normalized): F12: 131N, Sample, D, 0_0Hr","Abundances (Normalized): F6: 132C, Sample, A, 0_5Hr","Abundances (Normalized): F6: 133N, Sample, B, 0_5Hr","Abundances (Normalized): F7: 129C, Sample, E, 0_5Hr","Abundances (Normalized): F7: 130N, Sample, F, 0_5Hr","Abundances (Normalized): F12: 127C, Sample, C, 0_5Hr","Abundances (Normalized): F12: 131C, Sample, D, 0_5Hr","Abundances (Normalized): F6: 131C, Sample, A, 1_0Hr","Abundances (Normalized): F6: 132N, Sample, B, 1_0Hr","Abundances (Normalized): F7: 130C, Sample, E, 1_0Hr","Abundances (Normalized): F7: 131N, Sample, F, 1_0Hr","Abundances (Normalized): F12: 128N, Sample, C, 1_0Hr","Abundances (Normalized): F12: 132N, Sample, D, 1_0Hr","Abundances (Normalized): F6: 130C, Sample, A, 1_5Hr","Abundances (Normalized): F6: 131N, Sample, B, 1_5Hr","Abundances (Normalized): F7: 131C, Sample, E, 1_5Hr","Abundances (Normalized): F7: 132N, Sample, F, 1_5Hr","Abundances (Normalized): F12: 128C, Sample, C, 1_5Hr","Abundances (Normalized): F12: 132C, Sample, D, 1_5Hr","Abundances (Normalized): F6: 129C, Sample, A, 2_0Hr","Abundances (Normalized): F6: 130N, Sample, B, 2_0Hr","Abundances (Normalized): F7: 132C, Sample, E, 2_0Hr","Abundances (Normalized): F7: 133N, Sample, F, 2_0Hr","Abundances (Normalized): F12: 129N, Sample, C, 2_0Hr","Abundances (Normalized): F12: 133N, Sample, D, 2_0Hr","Abundances (Normalized): F6: 128C, Sample, A, 3_0Hr","Abundances (Normalized): F6: 129N, Sample, B, 3_0Hr","Abundances (Normalized): F7: 133C, Sample, E, 3_0Hr","Abundances (Normalized): F7: 134N, Sample, F, 3_0Hr","Abundances (Normalized): F12: 129C, Sample, C, 3_0Hr","Abundances (Normalized): F12: 133C, Sample, D, 3_0Hr","Abundance: F6: 127C, Sample, A, (-)BiotinPD","Abundance: F6: 128N, Sample, B, (-)BiotinPD","Abundance: F7: 127C, Sample, E, (-)BiotinPD","Abundance: F7: 128N, Sample, F, (-)BiotinPD","Abundance: F12: 126, Sample, C, (-)BiotinPD","Abundance: F12: 130C, Sample, D, (-)BiotinPD","Abundance: F6: 126, Sample, A, (-)Hpg","Abundance: F6: 127N, Sample, B, (-)Hpg","Abundance: F7: 126, Sample, E, (-)Hpg","Abundance: F7: 127N, Sample, F, (-)Hpg","Abundance: F12: 130N, Sample, C, (-)Hpg","Abundance: F12: 134N, Sample, D, (-)Hpg","Abundance: F6: 133C, Sample, A, 0_0Hr","Abundance: F6: 134N, Sample, B, 0_0Hr","Abundance: F7: 128C, Sample, E, 0_0Hr","Abundance: F7: 129N, Sample, F, 0_0Hr","Abundance: F12: 127N, Sample, C, 0_0Hr","Abundance: F12: 131N, Sample, D, 0_0Hr","Abundance: F6: 132C, Sample, A, 0_5Hr","Abundance: F6: 133N, Sample, B, 0_5Hr","Abundance: F7: 129C, Sample, E, 0_5Hr","Abundance: F7: 130N, Sample, F, 0_5Hr","Abundance: F12: 127C, Sample, C, 0_5Hr","Abundance: F12: 131C, Sample, D, 0_5Hr","Abundance: F6: 131C, Sample, A, 1_0Hr","Abundance: F6: 132N, Sample, B, 1_0Hr","Abundance: F7: 130C, Sample, E, 1_0Hr","Abundance: F7: 131N, Sample, F, 1_0Hr","Abundance: F12: 128N, Sample, C, 1_0Hr","Abundance: F12: 132N, Sample, D, 1_0Hr","Abundance: F6: 130C, Sample, A, 1_5Hr","Abundance: F6: 131N, Sample, B, 1_5Hr","Abundance: F7: 131C, Sample, E, 1_5Hr","Abundance: F7: 132N, Sample, F, 1_5Hr","Abundance: F12: 128C, Sample, C, 1_5Hr","Abundance: F12: 132C, Sample, D, 1_5Hr","Abundance: F6: 129C, Sample, A, 2_0Hr","Abundance: F6: 130N, Sample, B, 2_0Hr","Abundance: F7: 132C, Sample, E, 2_0Hr","Abundance: F7: 133N, Sample, F, 2_0Hr","Abundance: F12: 129N, Sample, C, 2_0Hr","Abundance: F12: 133N, Sample, D, 2_0Hr","Abundance: F6: 128C, Sample, A, 3_0Hr","Abundance: F6: 129N, Sample, B, 3_0Hr","Abundance: F7: 133C, Sample, E, 3_0Hr","Abundance: F7: 134N, Sample, F, 3_0Hr","Abundance: F12: 129C, Sample, C, 3_0Hr","Abundance: F12: 133C, Sample, D, 3_0Hr","Found in Sample: [S83] F6: 127C, Sample, A, (-)BiotinPD","Found in Sample: [S84] F6: 128N, Sample, B, (-)BiotinPD","Found in Sample: [S99] F7: 127C, Sample, E, (-)BiotinPD","Found in Sample: [S100] F7: 128N, Sample, F, (-)BiotinPD","Found in Sample: [S177] F12: 126, Sample, C, (-)BiotinPD","Found in Sample: [S185] F12: 130C, Sample, D, (-)BiotinPD","Found in Sample: [S81] F6: 126, Sample, A, (-)Hpg","Found in Sample: [S82] F6: 127N, Sample, B, (-)Hpg","Found in Sample: [S97] F7: 126, Sample, E, (-)Hpg","Found in Sample: [S98] F7: 127N, Sample, F, (-)Hpg","Found in Sample: [S184] F12: 130N, Sample, C, (-)Hpg","Found in Sample: [S192] F12: 134N, Sample, D, (-)Hpg","Found in Sample: [S95] F6: 133C, Sample, A, 0_0Hr","Found in Sample: [S96] F6: 134N, Sample, B, 0_0Hr","Found in Sample: [S101] F7: 128C, Sample, E, 0_0Hr","Found in Sample: [S102] F7: 129N, Sample, F, 0_0Hr","Found in Sample: [S178] F12: 127N, Sample, C, 0_0Hr","Found in Sample: [S186] F12: 131N, Sample, D, 0_0Hr","Found in Sample: [S93] F6: 132C, Sample, A, 0_5Hr","Found in Sample: [S94] F6: 133N, Sample, B, 0_5Hr","Found in Sample: [S103] F7: 129C, Sample, E, 0_5Hr","Found in Sample: [S104] F7: 130N, Sample, F, 0_5Hr","Found in Sample: [S179] F12: 127C, Sample, C, 0_5Hr","Found in Sample: [S187] F12: 131C, Sample, D, 0_5Hr","Found in Sample: [S91] F6: 131C, Sample, A, 1_0Hr","Found in Sample: [S92] F6: 132N, Sample, B, 1_0Hr","Found in Sample: [S105] F7: 130C, Sample, E, 1_0Hr","Found in Sample: [S106] F7: 131N, Sample, F, 1_0Hr","Found in Sample: [S180] F12: 128N, Sample, C, 1_0Hr","Found in Sample: [S188] F12: 132N, Sample, D, 1_0Hr","Found in Sample: [S89] F6: 130C, Sample, A, 1_5Hr","Found in Sample: [S90] F6: 131N, Sample, B, 1_5Hr","Found in Sample: [S107] F7: 131C, Sample, E, 1_5Hr","Found in Sample: [S108] F7: 132N, Sample, F, 1_5Hr","Found in Sample: [S181] F12: 128C, Sample, C, 1_5Hr","Found in Sample: [S189] F12: 132C, Sample, D, 1_5Hr","Found in Sample: [S87] F6: 129C, Sample, A, 2_0Hr","Found in Sample: [S88] F6: 130N, Sample, B, 2_0Hr","Found in Sample: [S109] F7: 132C, Sample, E, 2_0Hr","Found in Sample: [S110] F7: 133N, Sample, F, 2_0Hr","Found in Sample: [S182] F12: 129N, Sample, C, 2_0Hr","Found in Sample: [S190] F12: 133N, Sample, D, 2_0Hr","Found in Sample: [S85] F6: 128C, Sample, A, 3_0Hr","Found in Sample: [S86] F6: 129N, Sample, B, 3_0Hr","Found in Sample: [S111] F7: 133C, Sample, E, 3_0Hr","Found in Sample: [S112] F7: 134N, Sample, F, 3_0Hr","Found in Sample: [S183] F12: 129C, Sample, C, 3_0Hr","Found in Sample: [S191] F12: 133C, Sample, D, 3_0Hr",# Protein Groups,Modifications
FALSE,High,Master Protein,P01266,Thyroglobulin OS=Homo sapiens GN=TG PE=1 SV=5,TG,0,1400.064,47,112,2937,112,2768,304.6,5.58,10180.14,112,0,0,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,571528.4,362676.1,571528.4,213271.7,70825.3,149259.1,47874.8,9095.6,6687.9,1847.2,1932,1016.1,428.7,22728.1,82363.6,4548.1,2041.5,6231.7,13496.3,41093.4,36370.9,7442.5,7035,2499.5,14955.3,34055.7,46036.8,6228,7633.3,7160.9,11576.5,33183.1,41966.3,7574.2,5546.7,15772.3,11435.3,26496.1,24381.2,7179.4,3120.7,11750,5241.1,25734.9,29495.4,5700.4,3598.6,4603.8,9189.8,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,F1LMV6,Protein Dsp OS=Rattus norvegicus GN=Dsp PE=2 SV=1,DSP,0,512.628,30,83,168,83,2877,332.2,6.83,554.6,83,0,0,23097.8,16544.1,325.3,700.1,,,512426,273678.8,33019.6,43060.1,,,94887.5,1296473.7,10864,25993.2,,,94337.3,47476.6,4552.3,14458.5,,,161964.6,47616.5,13814.3,7738,,,85409.1,42710.9,14026.9,8546.6,,,52996.4,46826,4604.9,19292.9,,,73243.8,62051.1,2454.4,21267.2,,,14657.2,16544.1,121.4,86.8,,,8155,3202.5,106.7,145.6,,,3773.4,186836.3,86.5,92.8,,,6782.9,3021.3,59.3,178,,,9651,3835.5,150.5,103.3,,,4958.9,3136.2,185.9,82.9,,,2456.9,1997.6,57.8,105.3,,,3298,3202.3,24.5,133.9,,,High,High,High,High,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,Not Found,Not Found,1,
FALSE,High,Master Protein,P06761,78 kDa glucose-regulated protein OS=Rattus norvegicus GN=Hspa5 PE=1 SV=1,HSPA5,0,478.252,57,39,1971,36,654,72.3,5.16,7116.52,39,0,3,332466,257162.9,307648.3,338719.7,404042.4,207484,377089,350834.5,391320,350128.9,593598.5,445639.5,340654.1,326529.3,265204.4,294381.8,400798.5,349618.6,294846.6,290314.7,299147,333102.8,459881.2,318512,264815.4,282654,275158.4,288482.2,298828.9,292759.2,273866.1,312635.1,296976.3,342600.3,270678.4,284776.8,296934.3,299557,282078,322092,289016.7,293524.1,330302,389983.1,285090.3,293531.6,328114,301922.8,210973.7,257162.9,114802.1,41975.1,105518.8,17380.2,6001.2,4105.4,1264.7,1183.6,1055.3,334.3,13546.9,47056.5,2110.4,1051.5,4370.1,8256,21199.7,18475,3895.5,4100.2,2011.2,8334.6,15779.6,22767.9,2998.4,3852.9,3744.1,5930,15900.8,22956.2,3935.7,3325,7469.8,5697.9,13765.9,12779,3543.4,1758.7,5941.8,2691.7,14872.9,20126.2,2843.5,1848.2,2643,4854.7,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q66HD0,Endoplasmin OS=Rattus norvegicus GN=Hsp90b1 PE=1 SV=2,HSP90B1,0,429.698,55,45,1108,43,804,92.7,4.81,3443.43,45,0,2,247927.5,204949.5,174138.9,256104.1,277652.1,290403.3,261903.8,258490.4,216614.5,244520.7,264153.6,267541.4,209105.4,252605.1,156223.7,145932.6,285986.6,211682.8,209844.7,216686.4,191614.8,284372.2,254273.3,217857,199987.3,246486.4,207051.8,290423.8,284099.6,225025.5,176918.5,218705.4,240109.1,319392,233537.2,209493.7,191522.9,232602.7,183522.3,243697.7,229927.1,238253.1,227942.9,255551.3,210784,272634.8,266606.1,220946.2,157327.9,204949.5,64981.7,31737.1,72511,24326,4168.1,3024.8,700.1,826.6,469.6,200.7,8315.5,36403.2,1243.2,521.3,3118.3,4998.8,15088,13789.5,2495.2,3500.4,1112,5700.7,11916.6,19854.6,2256.3,3878.9,3559.6,4558,10271.9,16059.2,3182.1,3099.7,6444.8,4191.6,8879,9922.7,2305.4,1330.6,4727,2184.9,10263.8,13188.5,2102.4,1716.6,2147.6,3552.7,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,F1LN18,Hypoxia up-regulated protein 1 OS=Rattus norvegicus GN=Hyou1 PE=2 SV=1,HYOU1,0,422.531,44,35,215,35,999,111.2,5.19,733.89,35,0,0,66495.8,54518.3,19535,22705.3,21470.1,10877.6,69734.1,68508.4,24529.3,20734.9,19372.2,10934.1,56776.4,62437,6496.9,15174.9,11355.7,11788.4,53789.3,55729.4,17258.1,22980.6,9376.5,12473.6,59746.5,60107.4,19365.9,20371.4,15467.7,12971.9,48158.1,58423,20116.9,27183.6,19073.4,11039.9,50251.5,57810.2,18540.2,20834.9,19238.7,13071.5,48674.7,58393,22397.2,24805.4,12329.9,12558.5,42196.4,54518.3,7289.7,2813.7,5607.1,911.2,1109.8,801.7,79.3,70.1,34.4,8.2,2257.8,8997.9,51.7,54.2,123.8,278.4,3867.5,3546.5,224.7,282.9,41,326.4,3560.1,4841.7,211,272.1,193.8,262.8,2796.1,4289.9,266.6,263.8,526.4,220.9,2329.7,2466.2,232.9,113.8,395.5,119.9,2191.7,3013.5,223.4,156.2,99.3,201.9,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,G3V6T7,Protein disulfide isomerase associated 4 OS=Rattus norvegicus GN=Pdia4 PE=3 SV=1,PDIA4,0,339.145,54,34,258,34,643,72.7,5.15,844.08,34,0,0,145226,112341.5,91021.2,125055.1,8987.2,7031.4,142840.5,129348,63027.1,47026.9,9595.3,3629.1,120437.7,106841.3,49655.4,46423.1,9785.7,9252.3,127344.4,132282.4,76415.1,114664.7,9186.2,12132.7,109907.7,159112.7,75236.5,132444.6,11925.1,10913,113049.8,136529.6,99132.2,129234.7,13520.9,10844.3,117071.4,141345.5,80261.7,88413.8,12308.9,11232.5,89378.7,116188.2,77617.5,110791.4,9722.7,10503.9,92156.4,112341.5,33965.5,15497.2,2347.1,589,2273.2,1513.6,203.7,159,17.1,2.7,4789.5,15397,395.1,165.8,106.7,218.5,9156.2,8418.2,995.1,1411.4,40.2,317.5,6549.1,12816.6,819.9,1768.9,149.4,221,6563.7,10025.1,1313.8,1254.2,373.1,217,5427.4,6029.7,1008.2,482.8,253.1,103,4024.6,5996.2,774.2,697.6,78.3,168.9,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9JLA3,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Rattus norvegicus GN=Uggt1 PE=1 SV=2,UGGT1,0,309.637,34,40,137,40,1551,176.3,5.66,447.95,40,0,0,61287.9,48553.8,11033.2,10334.1,2430.2,2531,64794,54132.3,24890.3,27407.6,4281.4,3981.9,54759,59320.6,10142.4,15459.3,2088.8,2418.6,57266.8,53144,11012,12206.4,11364.2,2256.7,52871.8,61919.5,10119.7,15744.4,5240.6,1946.6,52620.6,57996.8,12302.2,14153.6,5956.6,2074,59375.2,57724.1,9190.1,16487.3,6447.8,2467.9,40295.7,49247.9,10844.1,12243,1738.2,2022.6,38891.6,48553.8,4117.1,1280.6,634.7,212,1031.2,633.4,80.4,92.7,7.6,3,2177.6,8548.8,80.7,55.2,22.8,57.1,4117.5,3382,143.4,150.3,49.7,59.1,3150.5,4987.6,110.3,210.3,65.7,39.4,3055.2,4258.6,163,137.4,164.4,41.5,2752.6,2462.5,115.4,90,132.6,22.6,1814.4,2541.6,108.2,77.1,14,32.5,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6IFV1,"Keratin, type I cytoskeletal 14 OS=Rattus norvegicus GN=Krt14 PE=2 SV=1",KRT14,0,245.166,41,22,156,4,485,52.7,5.16,495.05,22,0,10,8915.3,7547.9,997.8,2993,784.3,1314,123219.7,77723.2,107922.1,262130.8,16424.3,60436.4,42962.3,273145.7,82882.4,69431.1,7112.3,5962.6,28225.6,22221.8,16712.1,43135.5,3550.4,4302.7,36676.7,20856,37196.7,52278.8,7999,8224.5,44438.8,13885.7,46634.2,25220.4,50957.5,4642.2,19038.4,18903,43194.7,88636,10183.7,13332.1,21573.4,19077.8,9893.9,72581.4,,4010,5657.4,7547.9,372.3,370.9,204.8,110.1,1961,909.5,348.8,886.1,29.2,45.3,1708.5,39363.3,659.6,248,77.5,140.8,2029.4,1414.2,217.6,531,15.5,112.6,2185.5,1680,405.3,698.2,100.2,166.6,2580.1,1019.6,618,244.8,1406.3,92.9,882.6,806.4,542.6,484,209.4,122.3,971.4,984.6,98.7,457,,64.5,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,P11598,Protein disulfide-isomerase A3 OS=Rattus norvegicus GN=Pdia3 PE=1 SV=2,PDIA3,0,244.376,52,28,523,28,505,56.6,6.21,1803.72,28,0,0,138213.5,107366.6,105240.4,129649.9,204937.9,111581.2,136772.8,121662,144644.6,163546.3,103989.1,66903.8,151372.2,147102.5,152214,147202.4,182488.9,177240.5,149092.5,148739.8,124781.3,156856.4,192850.5,180831.6,125572.3,152212.5,122536,171473,200083.7,167018,120454.5,139564.6,129730.1,159448,197451.8,143963.2,133250.2,140274.6,111353,149834.5,189147.5,153094.4,156209.6,169591.3,121662.6,149989.6,145074.3,147658.2,87706.5,107366.6,39271.5,16066.6,53521.1,9346.7,2176.7,1423.7,467.5,552.9,184.9,50.2,6019.6,21199.1,1211.3,525.8,1989.8,4185.4,10719.9,9465.5,1624.9,1930.8,843.4,4731.9,7482.5,12260.8,1335.3,2290.2,2506.9,3383,6993.6,10248,1719.3,1547.4,5449,2880.5,6177.5,5984.1,1398.8,818.1,3888.7,1403.9,7033.8,8752.2,1213.5,944.4,1168.6,2374.2,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q63081,Protein disulfide-isomerase A6 OS=Rattus norvegicus GN=Pdia6 PE=1 SV=2,PDIA6,0,212.471,48,25,268,25,440,48.1,5.14,820.3,25,0,0,77346.3,61241.5,36052.2,46918.8,35159.1,42219.9,47650.4,47259.3,30488.9,23018,37908.8,39643.4,64371.8,51752.4,21651.6,14600.1,29633.2,30263.7,69717.2,67114.2,32202.5,38651.2,49048.1,37530.8,57244.4,75587.7,31214.1,33631.5,41430.9,40467.5,54639.6,72977.2,33735.8,39336.6,39358.5,35357.3,59262.7,69346.1,34929.6,34263.8,37074.6,79958,65460,75783.6,28654.3,40063.5,48873.6,42222,49081.8,61241.5,13453.3,5814.3,9182.1,3536.6,758.3,553,98.5,77.8,67.4,29.7,2559.9,7458.1,172.3,52.2,323.1,714.7,5012.7,4271,419.3,475.8,214.5,982.1,3411,6088.6,340.1,449.2,519.1,819.7,3172.4,5358.6,447.1,381.8,1086.2,707.4,2747.4,2958.3,438.8,187.1,762.2,733.2,2947.5,3911,285.8,252.3,393.7,678.9,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
